<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.08	11:37:00	2942.03	2942.53	2941.93	2942.33	158	0	44
2026.01.08	11:38:00	2942.28	2943.58	2942.15	2943.48	101	0	44
2026.01.08	11:39:00	2943.53	2943.78	2943.03	2943.18	104	0	44
2026.01.08	11:40:00	2943.28	2944.28	2942.93	2944.08	138	0	44
2026.01.08	11:41:00	2944.03	2944.53	2943.45	2944.35	164	0	44
2026.01.08	11:42:00	2944.28	2945.03	2944.13	2944.73	155	0	44
2026.01.08	11:43:00	2944.78	2945.05	2943.98	2944.33	167	0	44
2026.01.08	11:44:00	2944.35	2944.35	2943.25	2943.40	152	0	44
2026.01.08	11:45:00	2943.40	2943.53	2942.78	2943.20	143	0	44
2026.01.08	11:46:00	2943.28	2943.63	2942.53	2942.55	162	0	44
2026.01.08	11:47:00	2942.65	2942.65	2941.75	2942.53	198	0	44
2026.01.08	11:48:00	2942.53	2942.78	2942.28	2942.28	98	0	44
2026.01.08	11:49:00	2942.28	2942.28	2941.68	2941.68	137	0	44
2026.01.08	11:50:00	2941.78	2941.78	2941.13	2941.43	130	0	44
2026.01.08	11:51:00	2941.53	2942.28	2941.15	2942.13	140	0	44
2026.01.08	11:52:00	2942.15	2942.28	2941.73	2942.18	144	0	44
2026.01.08	11:53:00	2942.28	2942.53	2941.95	2941.98	178	0	44
2026.01.08	11:54:00	2942.03	2942.03	2941.65	2941.98	151	0	44
2026.01.08	11:55:00	2942.03	2942.53	2941.53	2941.83	149	0	44
2026.01.08	11:56:00	2941.78	2941.80	2940.53	2940.58	128	0	44
2026.01.08	11:57:00	2940.65	2941.28	2940.43	2941.05	118	0	44
2026.01.08	11:58:00	2941.03	2941.28	2940.20	2940.25	105	0	44
2026.01.08	11:59:00	2940.28	2940.28	2939.78	2939.85	71	0	44
2026.01.08	12:00:00	2939.53	2939.78	2938.78	2938.95	83	0	44
2026.01.08	12:01:00	2939.03	2939.40	2938.28	2938.78	112	0	44
2026.01.08	12:02:00	2938.75	2941.05	2938.53	2940.95	149	0	44
2026.01.08	12:03:00	2941.03	2941.80	2940.95	2941.73	172	0	44
2026.01.08	12:04:00	2941.78	2942.33	2941.53	2941.80	149	0	44
2026.01.08	12:05:00	2941.83	2942.38	2941.48	2941.83	143	0	44
2026.01.08	12:06:00	2941.78	2942.28	2941.53	2942.13	120	0	44
2026.01.08	12:07:00	2942.15	2942.28	2941.65	2942.28	147	0	44
2026.01.08	12:08:00	2942.18	2942.38	2940.63	2940.63	155	0	44
2026.01.08	12:09:00	2940.53	2941.08	2940.23	2940.23	154	0	44
2026.01.08	12:10:00	2940.28	2940.40	2939.28	2939.63	161	0	44
2026.01.08	12:11:00	2939.65	2940.28	2939.48	2939.48	159	0	44
2026.01.08	12:12:00	2939.45	2939.53	2938.53	2939.00	169	0	44
2026.01.08	12:13:00	2939.03	2939.03	2938.18	2938.45	149	0	44
2026.01.08	12:14:00	2938.53	2938.78	2937.95	2937.95	155	0	44
2026.01.08	12:15:00	2938.03	2939.03	2937.53	2938.68	134	0	44
2026.01.08	12:16:00	2938.65	2938.78	2938.18	2938.58	161	0	44
2026.01.08	12:17:00	2938.53	2940.03	2938.53	2939.98	118	0	44
2026.01.08	12:18:00	2940.03	2940.03	2939.48	2939.88	121	0	44
2026.01.08	12:19:00	2939.78	2940.58	2939.40	2939.65	135	0	44
2026.01.08	12:20:00	2939.68	2939.83	2938.48	2939.40	214	0	44
2026.01.08	12:21:00	2939.28	2940.03	2939.15	2939.80	162	0	44
2026.01.08	12:22:00	2939.78	2940.28	2939.45	2940.20	146	0	44
2026.01.08	12:23:00	2940.28	2940.53	2939.95	2940.38	137	0	44
2026.01.08	12:24:00	2940.40	2941.28	2940.18	2940.98	138	0	44
2026.01.08	12:25:00	2941.03	2941.78	2940.78	2941.53	130	0	44
2026.01.08	12:26:00	2941.48	2941.53	2940.78	2941.43	158	0	44
2026.01.08	12:27:00	2941.40	2941.40	2939.40	2940.03	108	0	44
2026.01.08	12:28:00	2940.08	2940.58	2939.70	2940.38	129	0	44
2026.01.08	12:29:00	2940.28	2940.38	2939.78	2939.93	135	0	44
2026.01.08	12:30:00	2939.90	2940.18	2938.93	2938.93	169	0	44
2026.01.08	12:31:00	2939.03	2939.28	2938.23	2938.78	124	0	44
2026.01.08	12:32:00	2938.78	2938.78	2937.90	2938.23	154	0	44
2026.01.08	12:33:00	2938.03	2939.15	2937.98	2938.88	102	0	44
2026.01.08	12:34:00	2938.78	2939.28	2938.15	2939.28	104	0	44
2026.01.08	12:35:00	2939.28	2939.53	2938.93	2939.18	114	0	44
2026.01.08	12:36:00	2939.28	2939.28	2938.73	2938.78	97	0	44
2026.01.08	12:37:00	2938.78	2938.85	2938.03	2938.48	115	0	44
2026.01.08	12:38:00	2938.53	2939.28	2938.53	2938.93	138	0	44
2026.01.08	12:39:00	2939.03	2939.03	2938.18	2938.38	133	0	44
2026.01.08	12:40:00	2938.53	2938.55	2937.90	2937.95	91	0	44
2026.01.08	12:41:00	2938.03	2939.40	2937.90	2939.10	160	0	44
2026.01.08	12:42:00	2939.03	2939.13	2938.70	2938.93	105	0	44
2026.01.08	12:43:00	2939.03	2939.28	2938.68	2939.20	114	0	44
2026.01.08	12:44:00	2939.28	2939.53	2938.90	2939.45	139	0	44
2026.01.08	12:45:00	2939.53	2939.78	2939.18	2939.48	111	0	44
2026.01.08	12:46:00	2939.53	2939.90	2939.28	2939.68	122	0	44
2026.01.08	12:47:00	2939.78	2939.85	2939.45	2939.85	109	0	44
2026.01.08	12:48:00	2939.78	2939.88	2938.00	2938.43	149	0	44
2026.01.08	12:49:00	2938.53	2938.60	2938.28	2938.48	141	0	44
2026.01.08	12:50:00	2938.53	2938.78	2938.15	2938.28	127	0	44
2026.01.08	12:51:00	2938.20	2938.28	2936.90	2937.00	181	0	44
2026.01.08	12:52:00	2937.03	2937.90	2936.78	2937.48	110	0	44
2026.01.08	12:53:00	2937.53	2938.08	2937.28	2937.98	75	0	44
2026.01.08	12:54:00	2938.03	2938.03	2937.03	2937.13	146	0	44
2026.01.08	12:55:00	2937.15	2937.53	2937.03	2937.53	117	0	44
2026.01.08	12:56:00	2937.48	2937.90	2937.03	2937.40	93	0	44
2026.01.08	12:57:00	2937.28	2937.63	2936.83	2936.83	155	0	44
2026.01.08	12:58:00	2936.78	2937.58	2936.65	2937.23	99	0	44
2026.01.08	12:59:00	2937.28	2937.38	2936.78	2937.28	114	0	44
2026.01.08	13:00:00	2937.18	2937.90	2936.95	2937.58	137	0	44
2026.01.08	13:01:00	2937.53	2938.15	2937.25	2937.73	125	0	44
2026.01.08	13:02:00	2937.78	2938.03	2937.28	2937.68	98	0	44
2026.01.08	13:03:00	2937.78	2938.53	2937.43	2937.73	111	0	44
2026.01.08	13:04:00	2937.75	2938.40	2937.65	2937.95	119	0	44
2026.01.08	13:05:00	2938.03	2938.90	2937.98	2938.63	139	0	44
2026.01.08	13:06:00	2938.53	2940.15	2938.48	2939.83	153	0	44
2026.01.08	13:07:00	2939.78	2940.28	2939.40	2939.73	145	0	44
2026.01.08	13:08:00	2939.78	2940.53	2939.40	2940.45	129	0	44
2026.01.08	13:09:00	2940.53	2940.65	2939.90	2940.15	125	0	44
2026.01.08	13:10:00	2940.03	2940.30	2939.40	2940.28	125	0	44
2026.01.08	13:11:00	2940.28	2940.90	2940.15	2940.78	132	0	44
2026.01.08	13:12:00	2940.78	2941.05	2940.25	2940.68	80	0	44
2026.01.08	13:13:00	2940.78	2941.53	2940.65	2941.48	78	0	44
2026.01.08	13:14:00	2941.53	2941.53	2940.73	2940.78	86	0	44
2026.01.08	13:15:00	2940.78	2940.78	2939.78	2939.98	99	0	44
2026.01.08	13:16:00	2940.03	2940.03	2938.68	2938.75	139	0	44
2026.01.08	13:17:00	2938.78	2939.03	2938.28	2938.70	120	0	44
2026.01.08	13:18:00	2938.78	2938.90	2938.28	2938.60	138	0	44
2026.01.08	13:19:00	2938.53	2939.28	2938.53	2938.83	116	0	44
2026.01.08	13:20:00	2938.78	2939.03	2938.03	2938.63	88	0	44
2026.01.08	13:21:00	2938.53	2939.35	2938.53	2939.23	102	0	44
2026.01.08	13:22:00	2939.28	2939.35	2938.93	2939.23	90	0	44
2026.01.08	13:23:00	2939.28	2939.28	2938.48	2938.60	83	0	44
2026.01.08	13:24:00	2938.53	2939.03	2938.28	2939.03	98	0	44
2026.01.08	13:25:00	2939.03	2939.53	2938.78	2939.40	112	0	44
2026.01.08	13:26:00	2939.28	2939.93	2939.28	2939.48	96	0	44
2026.01.08	13:27:00	2939.53	2939.80	2939.28	2939.53	88	0	44
2026.01.08	13:28:00	2939.53	2940.03	2939.28	2939.93	109	0	44
2026.01.08	13:29:00	2940.03	2940.03	2939.28	2939.33	104	0	44
2026.01.08	13:30:00	2939.28	2940.03	2939.18	2939.78	106	0	44
2026.01.08	13:31:00	2939.78	2940.28	2938.15	2939.98	186	0	44
2026.01.08	13:32:00	2940.03	2941.53	2939.78	2941.18	149	0	44
2026.01.08	13:33:00	2941.28	2941.53	2940.23	2940.45	126	0	44
2026.01.08	13:34:00	2940.43	2941.28	2940.13	2941.10	131	0	44
2026.01.08	13:35:00	2941.03	2941.33	2940.28	2940.98	154	0	44
2026.01.08	13:36:00	2941.03	2941.53	2940.70	2941.45	115	0	44
2026.01.08	13:37:00	2941.53	2941.53	2940.48	2940.53	116	0	44
2026.01.08	13:38:00	2940.53	2941.10	2940.53	2941.10	63	0	44
2026.01.08	13:39:00	2941.03	2941.58	2940.78	2941.58	84	0	44
2026.01.08	13:40:00	2941.53	2941.88	2941.28	2941.50	92	0	44
2026.01.08	13:41:00	2941.53	2942.40	2941.28	2942.03	98	0	44
2026.01.08	13:42:00	2942.08	2942.28	2941.65	2942.13	89	0	44
2026.01.08	13:43:00	2941.90	2942.15	2941.40	2941.53	114	0	44
2026.01.08	13:44:00	2941.55	2941.60	2941.15	2941.25	111	0	44
2026.01.08	13:45:00	2941.28	2941.28	2939.50	2939.55	168	0	44
2026.01.08	13:46:00	2939.53	2939.80	2939.15	2939.40	127	0	44
2026.01.08	13:47:00	2939.45	2939.60	2938.78	2939.45	114	0	44
2026.01.08	13:48:00	2939.53	2939.80	2938.90	2939.75	91	0	44
2026.01.08	13:49:00	2939.78	2940.13	2939.45	2940.03	104	0	44
2026.01.08	13:50:00	2939.95	2940.03	2939.45	2939.53	110	0	44
2026.01.08	13:51:00	2939.60	2940.03	2939.20	2939.70	83	0	44
2026.01.08	13:52:00	2939.78	2939.80	2938.75	2939.25	131	0	44
2026.01.08	13:53:00	2939.28	2939.28	2938.65	2938.85	92	0	44
2026.01.08	13:54:00	2938.78	2938.90	2938.25	2938.25	83	0	44
2026.01.08	13:55:00	2938.28	2938.68	2938.28	2938.50	78	0	44
2026.01.08	13:56:00	2938.53	2939.05	2938.45	2939.05	90	0	44
2026.01.08	13:57:00	2939.03	2939.33	2938.75	2939.23	88	0	44
2026.01.08	13:58:00	2939.28	2939.53	2938.98	2939.23	110	0	44
2026.01.08	13:59:00	2939.28	2939.60	2938.63	2939.05	119	0	44
2026.01.08	14:00:00	2939.03	2939.03	2937.90	2937.93	145	0	44
2026.01.08	14:01:00	2937.90	2938.03	2937.28	2937.50	126	0	44
2026.01.08	14:02:00	2937.53	2937.53	2936.20	2936.25	168	0	44
2026.01.08	14:03:00	2936.28	2936.40	2935.78	2935.93	117	0	44
2026.01.08	14:04:00	2935.90	2936.73	2935.65	2936.68	112	0	44
2026.01.08	14:05:00	2936.65	2938.03	2936.20	2937.60	165	0	44
2026.01.08	14:06:00	2937.65	2937.83	2936.90	2937.73	122	0	44
2026.01.08	14:07:00	2937.78	2937.78	2936.18	2936.20	147	0	44
2026.01.08	14:08:00	2936.28	2936.28	2935.40	2935.55	132	0	44
2026.01.08	14:09:00	2935.53	2936.65	2935.50	2936.60	155	0	44
2026.01.08	14:10:00	2936.53	2937.28	2936.50	2936.95	123	0	44
2026.01.08	14:11:00	2936.93	2938.15	2936.78	2937.78	161	0	44
2026.01.08	14:12:00	2937.78	2939.03	2937.73	2938.93	102	0	44
2026.01.08	14:13:00	2939.03	2939.03	2938.23	2938.33	144	0	44
2026.01.08	14:14:00	2938.28	2938.35	2937.53	2937.78	121	0	44
2026.01.08	14:15:00	2937.75	2938.78	2937.73	2938.48	117	0	44
2026.01.08	14:16:00	2938.53	2938.53	2938.03	2938.23	88	0	44
2026.01.08	14:17:00	2938.28	2938.53	2937.68	2937.90	102	0	44
2026.01.08	14:18:00	2938.03	2938.28	2937.00	2937.03	118	0	44
2026.01.08	14:19:00	2937.03	2937.15	2936.28	2936.43	102	0	44
2026.01.08	14:20:00	2936.53	2936.78	2936.03	2936.20	133	0	44
2026.01.08	14:21:00	2936.28	2936.78	2936.03	2936.58	159	0	44
2026.01.08	14:22:00	2936.53	2936.60	2935.78	2936.20	81	0	44
2026.01.08	14:23:00	2936.18	2936.43	2935.28	2936.43	130	0	44
2026.01.08	14:24:00	2936.53	2936.58	2935.83	2936.15	80	0	44
2026.01.08	14:25:00	2936.28	2936.40	2935.90	2936.15	121	0	44
2026.01.08	14:26:00	2936.03	2936.15	2935.40	2935.80	91	0	44
2026.01.08	14:27:00	2935.78	2936.15	2935.50	2936.03	95	0	44
2026.01.08	14:28:00	2936.03	2936.15	2934.95	2935.00	107	0	44
2026.01.08	14:29:00	2935.03	2935.78	2934.90	2935.63	82	0	44
2026.01.08	14:30:00	2935.53	2935.80	2934.78	2934.90	97	0	44
2026.01.08	14:31:00	2934.95	2935.03	2933.78	2933.80	104	0	44
2026.01.08	14:32:00	2933.78	2933.85	2933.00	2933.10	107	0	44
2026.01.08	14:33:00	2933.28	2933.28	2933.20	2933.25	4	0	44
2026.01.08	14:34:00	2933.28	2933.35	2932.75	2932.80	122	0	44
2026.01.08	14:35:00	2932.78	2933.53	2932.53	2933.13	118	0	44
2026.01.08	14:36:00	2933.15	2933.53	2932.65	2932.78	132	0	44
2026.01.08	14:37:00	2932.78	2933.65	2932.75	2933.58	120	0	44
2026.01.08	14:38:00	2933.53	2934.03	2933.28	2933.98	143	0	44
2026.01.08	14:39:00	2934.03	2934.03	2932.78	2933.33	104	0	44
2026.01.08	14:40:00	2933.28	2933.38	2932.70	2933.03	88	0	44
2026.01.08	14:41:00	2932.93	2933.03	2932.03	2932.58	141	0	44
2026.01.08	14:42:00	2932.53	2933.03	2932.28	2932.85	105	0	44
2026.01.08	14:43:00	2932.78	2932.90	2932.50	2932.83	100	0	44
2026.01.08	14:44:00	2932.78	2933.53	2932.78	2933.20	94	0	44
2026.01.08	14:45:00	2933.28	2934.05	2933.03	2933.75	129	0	44
2026.01.08	14:46:00	2933.78	2934.43	2933.45	2934.43	109	0	44
2026.01.08	14:47:00	2934.53	2934.53	2933.53	2934.40	133	0	44
2026.01.08	14:48:00	2934.53	2934.90	2934.03	2934.85	134	0	44
2026.01.08	14:49:00	2934.78	2935.90	2934.73	2935.68	106	0	44
2026.01.08	14:50:00	2935.78	2936.10	2935.65	2935.98	82	0	44
2026.01.08	14:51:00	2936.03	2937.65	2935.90	2937.55	139	0	44
2026.01.08	14:52:00	2937.53	2937.53	2936.48	2936.50	103	0	44
2026.01.08	14:53:00	2936.53	2936.85	2936.28	2936.48	101	0	44
2026.01.08	14:54:00	2936.53	2936.65	2936.20	2936.50	102	0	44
2026.01.08	14:55:00	2936.53	2936.90	2936.25	2936.65	110	0	44
2026.01.08	14:56:00	2936.78	2936.78	2935.65	2936.23	115	0	44
2026.01.08	14:57:00	2936.28	2936.28	2935.53	2935.65	77	0	44
2026.01.08	14:58:00	2935.78	2936.03	2935.03	2935.18	133	0	44
2026.01.08	14:59:00	2935.28	2935.68	2935.13	2935.53	106	0	44
2026.01.08	15:00:00	2935.53	2935.78	2935.18	2935.43	100	0	44
2026.01.08	15:01:00	2935.28	2935.33	2934.03	2934.03	90	0	44
2026.01.08	15:02:00	2935.53	2935.53	2935.43	2935.53	23	0	44
2026.01.08	15:03:00	2935.68	2935.78	2934.18	2934.28	101	0	44
2026.01.08	15:04:00	2934.33	2934.40	2933.98	2934.18	84	0	44
2026.01.08	15:05:00	2934.28	2934.33	2933.53	2934.03	95	0	44
2026.01.08	15:06:00	2934.03	2934.53	2933.78	2934.43	86	0	44
2026.01.08	15:07:00	2934.53	2934.53	2933.68	2934.10	117	0	44
2026.01.08	15:08:00	2934.03	2934.78	2933.93	2934.58	68	0	44
2026.01.08	15:09:00	2934.53	2934.78	2934.03	2934.43	110	0	44
2026.01.08	15:10:00	2934.53	2935.28	2934.18	2935.10	117	0	44
2026.01.08	15:11:00	2935.03	2935.38	2935.00	2935.20	84	0	44
2026.01.08	15:12:00	2935.28	2935.63	2935.03	2935.55	164	0	44
2026.01.08	15:13:00	2935.53	2935.60	2934.75	2935.03	114	0	44
2026.01.08	15:14:00	2935.08	2935.58	2934.78	2935.13	103	0	44
2026.01.08	15:15:00	2935.15	2936.03	2935.03	2935.55	111	0	44
2026.01.08	15:16:00	2935.53	2935.65	2934.28	2935.03	144	0	44
2026.01.08	15:17:00	2935.03	2936.33	2934.70	2936.18	134	0	44
2026.01.08	15:18:00	2936.28	2937.53	2936.18	2937.48	125	0	44
2026.01.08	15:19:00	2937.53	2938.28	2937.28	2938.28	143	0	44
2026.01.08	15:20:00	2938.28	2939.33	2938.28	2939.33	123	0	44
2026.01.08	15:21:00	2939.28	2939.85	2939.28	2939.70	117	0	44
2026.01.08	15:22:00	2939.78	2939.83	2938.98	2939.65	119	0	44
2026.01.08	15:23:00	2939.78	2940.03	2939.03	2939.85	115	0	44
2026.01.08	15:24:00	2939.78	2941.28	2939.78	2941.05	89	0	44
2026.01.08	15:25:00	2941.03	2941.10	2940.53	2940.78	111	0	44
2026.01.08	15:26:00	2940.83	2941.05	2940.28	2940.88	95	0	44
2026.01.08	15:27:00	2940.90	2941.60	2940.88	2941.33	65	0	44
2026.01.08	15:28:00	2941.28	2941.40	2940.98	2941.03	60	0	44
2026.01.08	15:29:00	2941.03	2941.03	2938.90	2939.03	80	0	44
2026.01.08	15:30:00	2939.03	2939.93	2938.53	2939.88	103	0	44
2026.01.08	15:31:00	2939.90	2940.15	2939.03	2939.05	130	0	44
2026.01.08	15:32:00	2939.03	2939.28	2937.88	2939.15	142	0	44
2026.01.08	15:33:00	2939.15	2939.65	2938.78	2939.48	107	0	44
2026.01.08	15:34:00	2939.53	2939.53	2938.88	2939.20	144	0	44
2026.01.08	15:35:00	2939.28	2939.95	2939.00	2939.90	131	0	44
2026.01.08	15:36:00	2939.95	2940.03	2939.15	2939.25	118	0	44
2026.01.08	15:37:00	2939.28	2939.65	2939.28	2939.28	115	0	44
2026.01.08	15:38:00	2939.30	2940.28	2939.28	2940.23	94	0	44
2026.01.08	15:39:00	2940.28	2940.30	2939.65	2940.10	116	0	44
2026.01.08	15:40:00	2940.03	2940.28	2939.40	2940.18	102	0	44
2026.01.08	15:41:00	2940.28	2941.78	2940.20	2941.48	132	0	44
2026.01.08	15:42:00	2941.53	2941.78	2940.73	2941.53	137	0	44
2026.01.08	15:43:00	2941.53	2941.53	2940.98	2941.10	97	0	44
2026.01.08	15:44:00	2941.03	2941.53	2941.03	2941.25	83	0	44
2026.01.08	15:45:00	2941.28	2941.40	2940.78	2941.18	139	0	44
2026.01.08	15:46:00	2941.40	2941.53	2940.43	2941.33	179	0	44
2026.01.08	15:47:00	2941.28	2942.40	2940.93	2941.98	125	0	44
2026.01.08	15:48:00	2942.03	2942.28	2941.78	2941.90	120	0	44
2026.01.08	15:49:00	2941.93	2942.53	2941.78	2942.40	97	0	44
2026.01.08	15:50:00	2942.53	2943.05	2942.40	2942.55	99	0	44
2026.01.08	15:51:00	2942.53	2942.78	2942.40	2942.75	94	0	44
2026.01.08	15:52:00	2942.78	2944.55	2942.70	2944.43	142	0	44
2026.01.08	15:53:00	2944.40	2944.65	2943.78	2944.40	124	0	44
2026.01.08	15:54:00	2944.35	2945.28	2944.00	2944.95	112	0	44
2026.01.08	15:55:00	2945.03	2945.03	2943.90	2944.25	97	0	44
2026.01.08	15:56:00	2944.28	2945.03	2944.20	2944.53	109	0	44
2026.01.08	15:57:00	2944.50	2944.90	2943.75	2943.75	121	0	44
2026.01.08	15:58:00	2943.78	2943.90	2943.03	2943.05	102	0	44
2026.01.08	15:59:00	2943.03	2943.78	2942.65	2943.33	136	0	44
2026.01.08	16:00:00	2943.28	2943.53	2941.65	2942.03	209	0	44
2026.01.08	16:01:00	2942.03	2942.53	2941.23	2941.63	157	0	44
2026.01.08	16:02:00	2941.78	2941.78	2940.73	2941.25	149	0	44
2026.01.08	16:03:00	2941.28	2941.58	2941.18	2941.48	87	0	44
2026.01.08	16:04:00	2941.53	2942.15	2941.18	2941.78	124	0	44
2026.01.08	16:05:00	2941.78	2942.03	2940.98	2941.53	126	0	44
2026.01.08	16:06:00	2941.53	2942.10	2941.28	2941.88	136	0	44
2026.01.08	16:07:00	2941.78	2942.28	2941.53	2941.68	125	0	44
2026.01.08	16:08:00	2941.78	2941.83	2940.98	2940.98	121	0	44
2026.01.08	16:09:00	2941.03	2941.28	2940.28	2941.05	96	0	44
2026.01.08	16:10:00	2941.03	2941.13	2939.45	2940.05	133	0	44
2026.01.08	16:11:00	2940.03	2940.08	2938.65	2938.68	151	0	44
2026.01.08	16:12:00	2938.78	2938.85	2937.53	2937.98	123	0	44
2026.01.08	16:13:00	2938.03	2938.53	2937.53	2938.30	140	0	44
2026.01.08	16:14:00	2938.28	2938.63	2938.03	2938.43	121	0	44
2026.01.08	16:15:00	2938.53	2938.53	2937.38	2937.73	137	0	44
2026.01.08	16:16:00	2937.78	2937.93	2937.48	2937.48	106	0	44
2026.01.08	16:17:00	2937.53	2937.83	2937.25	2937.33	93	0	44
2026.01.08	16:18:00	2937.28	2937.53	2936.78	2937.30	126	0	44
2026.01.08	16:19:00	2937.28	2937.53	2936.88	2937.43	111	0	44
2026.01.08	16:20:00	2937.40	2938.58	2937.15	2938.23	132	0	44
2026.01.08	16:21:00	2938.28	2938.28	2937.03	2937.38	157	0	44
2026.01.08	16:22:00	2937.28	2937.28	2936.48	2936.88	119	0	44
2026.01.08	16:23:00	2936.78	2936.83	2935.73	2935.73	118	0	44
2026.01.08	16:24:00	2935.78	2935.90	2935.40	2935.68	143	0	44
2026.01.08	16:25:00	2935.78	2937.05	2935.65	2936.88	196	0	44
2026.01.08	16:26:00	2936.78	2937.28	2935.90	2936.53	190	0	44
2026.01.08	16:27:00	2936.53	2937.03	2936.15	2936.60	146	0	44
2026.01.08	16:28:00	2936.53	2936.60	2935.88	2935.98	113	0	44
2026.01.08	16:29:00	2936.03	2936.78	2935.90	2936.08	191	0	44
2026.01.08	16:30:00	2936.03	2938.33	2935.78	2937.13	326	0	44
2026.01.08	16:31:00	2937.03	2937.78	2936.78	2937.28	263	0	44
2026.01.08	16:32:00	2937.28	2938.08	2936.98	2937.83	208	0	44
2026.01.08	16:33:00	2937.78	2937.88	2936.48	2936.63	224	0	44
2026.01.08	16:34:00	2936.53	2937.28	2935.98	2936.73	231	0	44
2026.01.08	16:35:00	2936.78	2937.78	2936.73	2937.53	245	0	44
2026.01.08	16:36:00	2937.48	2938.28	2936.73	2938.18	227	0	44
2026.01.08	16:37:00	2938.28	2938.88	2937.43	2937.53	200	0	44
2026.01.08	16:38:00	2937.63	2937.78	2936.03	2936.78	224	0	44
2026.01.08	16:39:00	2936.80	2937.65	2936.23	2936.28	233	0	44
2026.01.08	16:40:00	2936.28	2937.90	2936.18	2937.75	219	0	44
2026.01.08	16:41:00	2937.78	2938.15	2936.60	2937.23	231	0	44
2026.01.08	16:42:00	2937.28	2937.65	2935.98	2936.10	271	0	44
2026.01.08	16:43:00	2936.03	2937.15	2935.90	2936.20	269	0	44
2026.01.08	16:44:00	2936.28	2936.28	2935.03	2936.03	243	0	44
2026.01.08	16:45:00	2935.95	2936.78	2935.03	2936.15	297	0	44
2026.01.08	16:46:00	2936.03	2936.85	2935.73	2936.33	240	0	44
2026.01.08	16:47:00	2936.40	2936.63	2935.48	2935.73	165	0	44
2026.01.08	16:48:00	2935.78	2937.05	2935.53	2937.05	185	0	44
2026.01.08	16:49:00	2937.03	2937.15	2936.15	2936.55	218	0	44
2026.01.08	16:50:00	2936.53	2937.03	2936.40	2936.45	249	0	44
2026.01.08	16:51:00	2936.53	2936.55	2935.53	2936.33	261	0	44
2026.01.08	16:52:00	2936.28	2936.65	2935.63	2936.13	219	0	44
2026.01.08	16:53:00	2936.03	2936.05	2934.53	2935.23	223	0	44
2026.01.08	16:54:00	2935.28	2936.78	2935.03	2935.33	212	0	44
2026.01.08	16:55:00	2935.40	2936.28	2934.78	2934.78	181	0	44
2026.01.08	16:56:00	2934.78	2935.13	2934.43	2934.53	203	0	44
2026.01.08	16:57:00	2934.58	2934.83	2934.03	2934.48	167	0	44
2026.01.08	16:58:00	2934.28	2935.28	2934.28	2934.48	194	0	44
2026.01.08	16:59:00	2934.53	2934.53	2932.70	2932.78	218	0	44
2026.01.08	17:00:00	2932.90	2934.40	2932.65	2933.75	253	0	44
2026.01.08	17:01:00	2933.78	2933.90	2933.20	2933.90	201	0	44
2026.01.08	17:02:00	2934.03	2934.03	2932.95	2933.60	215	0	44
2026.01.08	17:03:00	2933.53	2935.05	2933.50	2934.90	210	0	44
2026.01.08	17:04:00	2934.85	2936.05	2934.78	2936.03	217	0	44
2026.01.08	17:05:00	2936.13	2937.85	2935.95	2937.78	245	0	44
2026.01.08	17:06:00	2937.75	2938.65	2937.53	2937.68	213	0	44
2026.01.08	17:07:00	2937.70	2938.53	2937.53	2938.53	234	0	44
2026.01.08	17:08:00	2938.53	2939.63	2938.28	2939.58	217	0	44
2026.01.08	17:09:00	2939.53	2940.83	2939.23	2940.68	175	0	44
2026.01.08	17:10:00	2940.78	2941.28	2940.28	2941.03	178	0	44
2026.01.08	17:11:00	2941.03	2941.03	2940.03	2940.73	168	0	44
2026.01.08	17:12:00	2940.78	2941.28	2940.53	2941.28	129	0	44
2026.01.08	17:13:00	2941.28	2941.60	2940.75	2941.60	158	0	44
2026.01.08	17:14:00	2941.53	2942.30	2941.53	2942.13	156	0	44
2026.01.08	17:15:00	2942.03	2943.28	2941.45	2943.18	244	0	44
2026.01.08	17:16:00	2943.28	2944.03	2943.15	2943.50	197	0	44
2026.01.08	17:17:00	2943.48	2944.13	2943.23	2943.90	267	0	44
2026.01.08	17:18:00	2943.78	2944.28	2943.15	2944.00	176	0	44
2026.01.08	17:19:00	2944.03	2944.08	2943.23	2943.40	217	0	44
2026.01.09	10:00:00	2940.30	2941.55	2938.85	2941.03	339	0	44
2026.01.09	10:01:00	2941.10	2943.03	2938.40	2942.78	420	0	44
2026.01.09	10:02:00	2942.90	2943.38	2940.78	2940.78	324	0	44
2026.01.09	10:03:00	2940.78	2941.90	2940.33	2941.88	290	0	44
2026.01.09	10:04:00	2941.90	2942.80	2941.50	2942.70	292	0	44
2026.01.09	10:05:00	2942.78	2944.33	2942.63	2943.43	312	0	44
2026.01.09	10:06:00	2943.53	2945.08	2942.75	2943.33	236	0	44
2026.01.09	10:07:00	2943.30	2945.08	2942.78	2945.03	305	0	44
2026.01.09	10:08:00	2944.80	2946.15	2944.20	2945.63	329	0	44
2026.01.09	10:09:00	2945.65	2947.78	2945.53	2947.60	328	0	44
2026.01.09	10:10:00	2947.53	2949.08	2947.40	2948.78	300	0	44
2026.01.09	10:11:00	2948.75	2949.78	2947.95	2949.28	300	0	44
2026.01.09	10:12:00	2949.23	2951.03	2949.20	2950.50	281	0	44
2026.01.09	10:13:00	2950.53	2950.88	2948.40	2949.75	290	0	44
